system:time_start,scf
686275200000.0,0.08056689454802309
686361600000.0,0.08056689454802309
686448000000.0,0.08056689454802309
686534400000.0,0.08056689454802309
686620800000.0,0.06112180218307929
686707200000.0,0.06278075583560543
686793600000.0,0.19309938767820647
686880000000.0,0.11414582391441407
686966400000.0,0.10478819427969857
687052800000.0,0.09877507807919442
687139200000.0,0.08549634376982947
687225600000.0,0.08549634376982947
687312000000.0,0.10435198405451086
687398400000.0,0.12702908587039907
687484800000.0,0.12048890999720095
687571200000.0,0.09925506080599397
687657600000.0,0.09067060342154608
687744000000.0,0.11048004045681381
687830400000.0,0.11382016391835846
687916800000.0,0.13025786338206083
688003200000.0,0.12591943636679612
688089600000.0,0.13752383302678853
688176000000.0,0.12084914799211274
688262400000.0,0.11881246892737407
688348800000.0,0.11881246892737407
688435200000.0,0.12084914799211274
688521600000.0,0.19445815343753917
688608000000.0,0.20434307808426644
688694400000.0,0.17692118483574315
688780800000.0,0.15781002273737654
688867200000.0,0.3033213086644012
688953600000.0,0.25138842303332803
689040000000.0,0.23783405804135158
689126400000.0,0.24697945574679342
689212800000.0,0.25883273998397605
689299200000.0,0.32588013964802376
689385600000.0,0.364345460250726
689472000000.0,0.364345460250726
689558400000.0,0.318388222629418
689644800000.0,0.318388222629418
689731200000.0,0.3160112314940119
689817600000.0,0.3279977246215237
689904000000.0,0.3160112314940119
689990400000.0,0.3160112314940119
690076800000.0,0.49439855882493067
690163200000.0,0.5162275029424912
690249600000.0,0.5164423363306386
690336000000.0,0.5046099598749286
690422400000.0,0.49403778037524104
690508800000.0,0.4967953549368721
690595200000.0,0.49357410144089336
690681600000.0,0.4786043649505498
690768000000.0,0.4718338428263578
690854400000.0,0.45179918010924647
690940800000.0,0.470171413952728
691027200000.0,0.44366093864036144
691113600000.0,0.44097755597425137
691200000000.0,0.43886261155804934
691286400000.0,0.4386480326736008
691372800000.0,0.43654476115465424
691459200000.0,0.43654476115465424
691545600000.0,0.43654476115465424
691632000000.0,0.43654476115465424
691718400000.0,0.43654476115465424
691804800000.0,0.43654476115465424
691891200000.0,0.43654476115465424
691977600000.0,0.4371026008704245
692064000000.0,0.4371026008704245
692150400000.0,0.4371026008704245
692236800000.0,0.4371026008704245
692323200000.0,0.4371026008704245
692409600000.0,0.46901655387106633
692496000000.0,0.45621816816443456
692582400000.0,0.45621816816443456
692668800000.0,0.4371026008704245
692755200000.0,0.4371026008704245
692841600000.0,0.4371026008704245
692928000000.0,0.4371026008704245
693014400000.0,0.43620302743396533
693100800000.0,0.4400009117861175
693187200000.0,0.4400009117861175
693273600000.0,0.4400009117861175
693360000000.0,0.4879169512134013
693446400000.0,0.4399014894077307
693532800000.0,0.45147558738813226
693619200000.0,0.44706429833734596
693705600000.0,0.44706429833734596
693792000000.0,0.44706429833734596
693878400000.0,0.4529200683849425
693964800000.0,0.4529200683849425
694051200000.0,0.4529200683849425
694137600000.0,0.4529200683849425
694224000000.0,0.45431858047881335
694310400000.0,0.45431858047881335
694396800000.0,0.456799452926453
694483200000.0,0.456799452926453
694569600000.0,0.4529262914380143
694656000000.0,0.4529262914380143
694742400000.0,0.4529262914380143
694828800000.0,0.45528719277379015
694915200000.0,0.5003008656110428
695001600000.0,0.7285369574536684
695088000000.0,0.6552465390050325
695174400000.0,0.6541267024020572
695260800000.0,0.6459987230120199
695347200000.0,0.6326666578341275
695433600000.0,0.625087108276509
695520000000.0,0.6044877061236569
695606400000.0,0.5789056385114961
695692800000.0,0.5806589266210069
695779200000.0,0.5677274168578754
695865600000.0,0.5677274168578754
695952000000.0,0.7927065205933894
696038400000.0,0.77298452636481
696124800000.0,0.8398485213372906
696211200000.0,0.880215887521177
696297600000.0,0.8621978183079573
696384000000.0,0.811697811848449
696470400000.0,0.7970472946252085
696556800000.0,0.7970472946252085
696643200000.0,0.7958501094389868
696729600000.0,0.7507292505143325
696816000000.0,0.7185346586543077
696902400000.0,0.7185346586543077
696988800000.0,0.7145363708769407
697075200000.0,0.6971706123989154
697161600000.0,0.6887318636230557
697248000000.0,0.6359748498663546
697334400000.0,0.6150340758273937
697420800000.0,0.5969441809695107
697507200000.0,0.5944462133551205
697593600000.0,0.5749844799292856
697680000000.0,0.5860304104514377
697766400000.0,0.5635967810227002
697852800000.0,0.5884062695200956
697939200000.0,0.5671133909477851
698025600000.0,0.6446539563018201
698112000000.0,0.6367662960663062
698198400000.0,0.6150686302151551
698284800000.0,0.6099445157626784
698371200000.0,0.6275056454174914
698457600000.0,0.6168550454871548
698544000000.0,0.6049277842003843
698630400000.0,0.6049277842003843
698716800000.0,0.5980172544759079
698803200000.0,0.5980172544759079
698889600000.0,0.5972567156210858
698976000000.0,0.5935856034535727
699062400000.0,0.5877712648665777
699148800000.0,0.5551533241201461
699235200000.0,0.5308831728035563
699321600000.0,0.49782342733190665
699408000000.0,0.491152484179178
699494400000.0,0.4873021794728346
699580800000.0,0.4873021794728346
699667200000.0,0.4840419359551391
699753600000.0,0.4848897167680709
699840000000.0,0.4706230971317853
699926400000.0,0.4596013745183397
700012800000.0,0.4530756514890428
700099200000.0,0.4352403348756492
700185600000.0,0.43523905674786767
700272000000.0,0.43679373836010005
700358400000.0,0.4356196110820873
700444800000.0,0.44042946164271757
700531200000.0,0.43346243517098054
700617600000.0,0.4245487965084485
700704000000.0,0.4281496268067911
700790400000.0,0.4287291834894936
700876800000.0,0.4107996164188445
700963200000.0,0.3762026613612786
701049600000.0,0.377911193890673
701136000000.0,0.377911193890673
701222400000.0,0.37541811305494427
701308800000.0,0.3763574898516292
701395200000.0,0.41241546929843864
701481600000.0,0.4313982662014404
701568000000.0,0.4154547739991029
701654400000.0,0.41109385131749504
701740800000.0,0.4109848284293942
701827200000.0,0.40308980962242763
701913600000.0,0.4197537041388345
702000000000.0,0.47321381216308134
702086400000.0,0.5983318719981564
702172800000.0,0.551791710269298
702259200000.0,0.5315805567646474
702345600000.0,0.5028646118436048
702432000000.0,0.4698097202500952
702518400000.0,0.4646638634421805
702604800000.0,0.4538656973063136
702691200000.0,0.4625188934442885
702777600000.0,0.4463924679940903
702864000000.0,0.4468123501322471
702950400000.0,0.4371457411334307
703036800000.0,0.4221583142248195
703123200000.0,0.4223126955246189
703209600000.0,0.41435168736139816
703296000000.0,0.406742642675768
703382400000.0,0.4217692873561413
703468800000.0,0.4217692873561413
703555200000.0,0.41356677706718736
703641600000.0,0.4121481198012841
703728000000.0,0.40545310015289227
703814400000.0,0.3982529762936915
703900800000.0,0.3844434563065597
703987200000.0,0.38342962973329375
704073600000.0,0.3840811808360518
704160000000.0,0.382703896363353
704246400000.0,0.3681605487459632
704332800000.0,0.3683481183511217
704419200000.0,0.3586105269407593
704505600000.0,0.34525635633570656
704592000000.0,0.33120672175522314
704678400000.0,0.32365887350881317
704764800000.0,0.3354036052135934
704851200000.0,0.3186529548779854
704937600000.0,0.29575472183050966
705024000000.0,0.2877741405147711
705110400000.0,0.2774824967580601
705196800000.0,0.2635568476223347
705283200000.0,0.2635568476223347
