doy,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
147,,0.191,0.219,0.08,0.199,0.089,0.081,0.111,0.157,0.269,0.245,0.102,0.17,0.298,0.179,0.142,0.197,0.141,0.156,0.25,0.083,0.206,
148,,0.252,0.23,0.064,0.22,0.072,0.079,0.132,0.145,0.188,0.251,0.129,0.146,0.317,0.145,0.143,0.192,0.135,0.152,0.251,0.107,0.225,
149,,0.228,0.195,0.122,0.196,0.067,0.084,0.15,0.15,0.242,0.213,0.056,0.141,0.32,0.184,0.109,0.204,0.077,0.16,0.211,0.074,0.176,
150,,0.246,0.154,0.075,0.255,0.077,0.081,0.154,0.113,0.212,0.247,0.048,0.108,0.274,0.152,0.101,0.225,0.104,0.136,0.245,0.067,0.206,
151,,0.179,0.17,0.069,0.177,0.078,0.103,0.153,0.1,0.198,0.213,0.083,0.13,0.286,0.169,0.103,0.164,0.081,0.134,0.227,0.068,0.146,
152,,0.208,0.123,0.063,0.202,0.072,0.118,0.151,0.098,0.171,0.214,0.107,0.119,0.25,0.161,0.096,0.141,0.054,0.112,0.249,0.06,0.157,
153,,0.187,0.167,0.058,0.199,0.051,0.112,0.148,0.081,0.172,0.15,0.108,0.107,0.276,0.151,0.085,0.169,0.132,0.166,0.186,0.063,0.156,
154,,0.193,0.147,0.057,0.192,0.055,0.08,0.13,0.073,0.183,0.179,0.117,0.132,0.248,0.172,0.089,0.131,0.065,0.122,0.209,0.057,0.148,
155,,0.21,0.134,0.05,0.172,0.062,0.063,0.129,0.07,0.142,0.187,0.133,0.117,0.239,0.166,0.103,0.127,0.073,0.114,0.155,0.069,0.155,
156,,0.138,0.138,0.062,0.118,0.05,0.062,0.092,0.085,0.168,0.156,0.194,0.114,0.257,0.164,0.064,0.111,0.071,0.109,0.163,0.064,0.13,
157,,0.159,0.132,0.038,0.141,0.047,0.072,0.075,0.081,0.149,0.155,0.195,0.109,0.223,0.123,0.089,0.155,0.107,0.103,0.167,0.058,0.126,
158,,0.16,0.13,0.046,0.138,0.037,0.066,0.065,0.107,0.187,0.138,0.174,0.103,0.281,0.173,0.048,0.148,0.073,0.115,0.14,0.06,0.103,
159,,0.164,0.126,0.039,0.163,0.054,0.074,0.043,0.081,0.158,0.135,0.177,0.103,0.209,0.166,0.061,0.114,0.064,0.06,0.17,0.063,0.12,
160,,0.166,0.122,0.046,0.151,0.028,0.064,0.051,0.084,0.145,0.117,0.146,0.149,0.229,0.142,0.061,0.109,0.063,0.086,0.143,0.065,0.11,
161,,0.165,0.097,0.033,0.159,0.056,0.05,0.034,0.115,0.159,0.099,0.088,0.102,0.212,0.138,0.068,0.098,0.054,0.088,0.158,0.058,0.104,
162,,0.146,0.134,0.03,0.11,0.036,0.061,0.036,0.082,0.125,0.06,0.103,0.086,0.2,0.097,0.084,0.114,0.078,0.082,0.142,0.052,0.101,
163,,0.173,0.084,0.047,0.11,0.044,0.06,0.032,0.131,0.174,0.058,0.054,0.108,0.183,0.118,0.061,0.095,0.031,0.103,0.123,0.06,0.108,
164,,0.148,0.106,0.022,0.105,0.053,0.053,0.031,0.062,0.143,0.057,0.054,0.091,0.199,0.064,0.059,0.086,0.058,0.091,0.116,0.055,0.127,
165,,0.13,0.096,0.05,0.072,0.048,0.043,0.027,0.065,0.153,0.055,0.033,0.124,0.175,0.068,0.053,0.095,0.049,0.089,0.101,0.052,0.099,
166,,0.153,0.073,0.017,0.079,0.039,0.047,0.036,0.061,0.13,0.069,0.034,0.066,0.126,0.063,0.139,0.088,0.033,0.068,0.1,0.053,0.091,
167,,,0.072,0.034,0.065,0.024,0.043,0.027,0.068,0.097,0.097,0.033,0.084,0.153,0.051,0.09,0.098,0.04,0.06,0.09,0.049,0.061,
168,,,0.073,0.031,0.079,0.033,0.036,0.02,0.07,0.096,0.111,0.027,0.06,0.105,0.071,0.038,0.074,0.038,0.059,0.09,0.04,0.061,
169,,,0.074,0.02,0.079,0.032,0.032,0.024,0.066,0.07,0.084,0.035,0.063,0.114,0.055,0.044,0.094,0.039,0.061,0.064,0.057,0.046,
170,,,0.047,0.025,0.087,0.038,0.02,0.029,0.073,0.083,0.103,0.034,0.057,0.099,0.054,0.026,0.081,0.027,0.077,0.084,0.036,0.054,
171,,,0.052,0.028,0.068,0.026,0.03,0.026,0.04,0.069,0.12,0.032,0.043,0.102,0.052,0.032,0.08,0.027,0.047,0.071,0.066,0.047,
172,,,0.036,0.031,0.065,0.023,0.021,0.048,0.066,0.066,0.119,0.034,0.061,0.086,0.079,0.025,0.088,0.015,0.053,0.075,0.043,0.026,
173,,,0.05,0.024,0.066,0.022,0.04,0.03,0.046,0.048,0.101,0.044,0.029,0.079,0.04,0.032,0.076,0.026,0.028,0.094,0.05,0.049,
174,,,0.041,0.02,0.06,0.017,0.021,0.022,0.048,0.064,0.071,0.059,0.05,0.081,0.047,0.032,0.079,0.012,0.062,0.072,0.044,0.022,
175,,,0.025,0.019,0.056,0.063,0.024,0.026,0.054,0.051,0.093,0.022,0.031,0.064,0.047,0.043,0.076,0.015,0.047,0.079,0.06,0.036,
176,,,0.044,0.023,0.045,0.026,0.023,0.021,0.031,0.047,0.054,0.027,0.032,0.079,0.045,0.034,0.071,0.032,0.031,0.069,0.038,0.015,
177,,,0.031,0.018,0.063,0.021,0.017,0.02,0.042,0.079,0.063,0.03,0.032,0.061,0.05,0.034,0.071,0.018,0.031,0.078,0.033,0.023,
178,,,0.03,0.014,0.049,0.018,0.023,0.028,0.03,0.038,0.042,0.037,0.031,0.078,0.03,0.03,0.061,0.024,0.041,0.057,0.034,0.02,
179,,,0.033,0.022,0.052,0.021,0.013,0.019,0.034,0.046,0.061,0.027,0.033,0.073,0.036,0.033,0.041,0.044,0.04,0.066,0.031,0.025,
180,,,0.034,0.018,0.044,0.016,0.016,0.02,0.028,0.045,0.049,0.058,0.024,0.089,0.042,0.031,0.057,0.061,0.025,0.046,0.032,0.049,
181,,,0.031,0.015,0.048,0.015,0.022,0.019,0.032,0.051,0.033,0.013,0.025,0.094,0.042,0.029,0.039,0.022,0.032,0.049,0.033,0.016,
306,0.387,0.027,0.099,0.52,0.173,0.09,0.029,0.149,0.492,0.348,0.431,0.185,0.49,0.21,0.019,0.167,0.053,0.019,0.582,0.324,0.209,0.367,
307,0.428,0.031,0.111,0.529,0.175,0.076,0.02,0.092,0.496,0.416,0.433,0.246,0.495,0.247,0.05,0.156,0.053,0.014,0.541,0.364,0.171,0.402,
308,0.456,0.03,0.128,0.466,0.177,0.073,0.023,0.106,0.452,0.415,0.437,0.332,0.477,0.245,0.269,0.152,0.045,0.05,0.543,0.367,0.147,0.411,
309,0.446,0.034,0.128,0.465,0.161,0.127,0.011,0.112,0.449,0.416,0.38,0.344,0.444,0.235,0.284,0.104,0.128,0.327,0.543,0.351,0.14,0.39,
310,0.387,0.047,0.125,0.413,0.155,0.112,0.015,0.098,0.457,0.462,0.396,0.377,0.406,0.276,0.328,0.124,0.315,0.454,0.561,0.436,0.131,0.372,
311,0.513,0.055,0.127,0.544,0.149,0.14,0.009,0.098,0.459,0.462,0.424,0.404,0.379,0.216,0.352,0.08,0.384,0.483,0.517,0.466,0.121,0.345,
312,0.553,0.071,0.135,0.571,0.14,0.102,0.022,0.07,0.445,0.543,0.447,0.537,0.347,0.232,0.4,0.092,0.371,0.479,0.462,0.522,0.118,0.345,
313,0.577,0.232,0.123,0.634,0.145,0.073,0.019,0.193,0.411,0.572,0.465,0.458,0.374,0.246,0.402,0.068,0.356,0.512,0.393,0.504,0.112,0.335,
314,0.601,0.332,0.167,0.593,0.146,0.071,0.019,0.197,0.428,0.596,0.471,0.381,0.387,0.336,0.418,0.072,0.398,0.518,0.383,0.507,0.1,0.335,
315,0.595,0.345,0.157,0.588,0.255,0.053,0.023,0.222,0.425,0.532,0.488,0.345,0.408,0.343,0.426,0.086,0.346,0.503,0.378,0.543,0.112,0.355,
316,0.599,0.461,0.143,0.605,0.378,0.065,0.04,0.217,0.415,0.534,0.471,0.364,0.414,0.29,0.446,0.057,0.396,0.461,0.363,0.555,0.088,0.352,
317,0.607,0.364,0.219,0.559,0.414,0.078,0.027,0.221,0.454,0.516,0.486,0.323,0.411,0.286,0.45,0.065,0.356,0.48,0.36,0.554,0.111,0.38,
318,0.609,0.362,0.244,0.566,0.464,0.093,0.031,0.246,0.467,0.494,0.494,0.316,0.431,0.409,0.464,0.058,0.348,0.474,0.355,0.599,0.092,0.389,
319,0.609,0.357,0.342,0.551,0.437,0.102,0.038,0.269,0.509,0.471,0.513,0.308,0.403,0.507,0.484,0.058,0.345,0.461,0.337,0.657,0.1,0.395,
320,0.609,0.336,0.369,0.541,0.398,0.087,0.12,0.274,0.474,0.429,0.544,0.336,0.388,0.51,0.474,0.045,0.342,0.464,0.369,0.687,0.125,0.397,
321,0.631,0.301,0.389,0.526,0.369,0.112,0.219,0.245,0.486,0.376,0.499,0.292,0.368,0.511,0.512,0.053,0.321,0.405,0.386,0.675,0.165,0.391,
322,0.623,0.292,0.53,0.454,0.295,0.086,0.33,0.24,0.444,0.317,0.569,0.317,0.365,0.562,0.561,0.062,0.307,0.422,0.403,0.667,0.142,0.388,
323,0.609,0.313,0.539,0.467,0.282,0.086,0.327,0.308,0.461,0.334,0.543,0.291,0.366,0.63,0.526,0.051,0.352,0.379,0.457,0.756,0.101,0.361,
324,0.597,0.297,0.492,0.408,0.336,0.082,0.33,0.4,0.435,0.279,0.578,0.287,0.332,0.606,0.507,0.145,0.367,0.362,0.509,0.736,0.107,0.358,
325,0.605,0.251,0.535,0.434,0.307,0.084,0.349,0.459,0.463,0.281,0.602,0.293,0.362,0.703,0.505,0.24,0.358,0.336,0.567,0.697,0.146,0.341,
326,0.579,0.277,0.584,0.446,0.326,0.155,0.406,0.525,0.478,0.264,0.619,0.279,0.321,0.781,0.489,0.215,0.392,0.355,0.546,0.704,0.122,0.346,
327,0.6,0.308,0.561,0.448,0.266,0.197,0.356,0.53,0.507,0.23,0.61,0.306,0.345,0.757,0.483,0.278,0.415,0.377,0.56,0.672,0.096,0.361,
328,0.633,0.312,0.57,0.539,0.249,0.291,0.331,0.568,0.503,0.262,0.604,0.266,0.337,0.746,0.49,0.273,0.41,0.374,0.596,0.615,0.1,0.377,
329,0.642,0.292,0.561,0.558,0.21,0.547,0.309,0.542,0.59,0.217,0.625,0.301,0.339,0.692,0.501,0.236,0.413,0.391,0.554,0.607,0.123,0.418,
330,0.659,0.273,0.563,0.585,0.251,0.618,0.284,0.528,0.651,0.263,0.686,0.245,0.38,0.667,0.561,0.223,0.421,0.391,0.564,0.599,0.094,0.499,
331,0.638,0.352,0.548,0.61,0.211,0.627,0.268,0.513,0.634,0.274,0.708,0.272,0.43,0.657,0.57,0.221,0.427,0.376,0.547,0.602,0.114,0.55,
332,0.628,0.388,0.551,0.627,0.189,0.569,0.227,0.523,0.582,0.25,0.758,0.275,0.51,0.671,0.558,0.199,0.427,0.398,0.546,0.59,0.091,0.568,
333,0.623,0.399,0.56,0.622,0.296,0.633,0.219,0.503,0.75,0.484,0.845,0.271,0.538,0.636,0.625,0.177,0.41,0.396,0.533,0.623,0.139,0.576,
334,0.616,0.309,0.553,0.606,0.487,0.719,0.201,0.523,0.854,0.567,0.899,0.284,0.568,0.673,0.638,0.166,0.419,0.409,0.527,0.575,0.247,0.548,
335,0.613,0.319,0.512,0.614,0.58,0.673,0.18,0.49,0.875,0.634,0.93,0.261,0.607,0.7,0.652,0.151,0.415,0.585,0.519,0.63,0.235,0.527,
336,0.601,0.291,0.563,0.628,0.595,0.827,0.208,0.495,0.884,0.613,0.954,0.311,0.609,0.658,0.604,0.135,0.423,0.651,0.509,0.687,0.503,0.501,
337,0.595,0.275,0.643,0.602,0.617,0.894,0.276,0.54,0.886,0.663,0.955,0.372,0.622,0.588,0.528,0.125,0.388,0.691,0.514,0.62,0.687,0.487,
338,0.596,0.273,0.559,0.603,0.723,0.907,0.277,0.504,0.887,0.678,0.904,0.31,0.585,0.558,0.494,0.137,0.399,0.68,0.466,0.629,0.721,0.487,
339,0.569,0.25,0.607,0.619,0.729,0.852,0.279,0.508,0.892,0.646,0.919,0.353,0.602,0.548,0.473,0.141,0.402,0.628,0.482,0.596,0.722,0.484,
340,0.59,0.254,0.587,0.563,0.659,0.866,0.459,0.488,0.89,0.624,0.897,0.344,0.576,0.511,0.485,0.157,0.397,0.583,0.453,0.598,0.774,0.5,
341,0.594,0.218,0.645,0.572,0.626,0.85,0.525,0.49,0.881,0.616,0.852,0.352,0.559,0.551,0.47,0.13,0.416,0.55,0.449,0.576,0.859,0.493,
342,0.587,0.249,0.72,0.554,0.634,0.845,0.57,0.458,0.857,0.632,0.754,0.351,0.58,0.487,0.453,0.146,0.39,0.618,0.436,0.62,0.853,0.602,
343,0.595,0.212,0.729,0.562,0.592,0.81,0.584,0.504,0.855,0.584,0.69,0.365,0.609,0.501,0.489,0.134,0.413,0.576,0.508,0.56,0.836,0.68,
344,0.59,0.208,0.731,0.57,0.573,0.859,0.604,0.478,0.88,0.606,0.659,0.363,0.608,0.461,0.477,0.115,0.384,0.737,0.465,0.583,0.84,0.741,
345,0.594,0.209,0.745,0.554,0.538,0.78,0.618,0.477,0.901,0.57,0.635,0.423,0.574,0.466,0.458,0.114,0.39,0.823,0.456,0.624,0.821,0.753,
346,0.561,0.195,0.784,0.59,0.535,0.826,0.585,0.471,0.905,0.614,0.626,0.481,0.58,0.449,0.462,0.106,0.386,0.851,0.476,0.705,0.814,0.747,
347,0.555,0.232,0.785,0.565,0.52,0.795,0.594,0.469,0.9,0.65,0.617,0.497,0.562,0.442,0.478,0.128,0.373,0.858,0.438,0.773,0.799,0.732,
348,0.55,0.666,0.734,0.56,0.504,0.752,0.549,0.498,0.893,0.693,0.605,0.539,0.685,0.485,0.493,0.103,0.393,0.83,0.488,0.758,0.782,0.632,
349,0.54,0.706,0.674,0.535,0.545,0.767,0.568,0.572,0.897,0.696,0.647,0.573,0.775,0.436,0.495,0.119,0.369,0.82,0.434,0.737,0.786,0.558,
350,0.539,0.597,0.677,0.527,0.54,0.728,0.561,0.64,0.907,0.667,0.6,0.595,0.877,0.471,0.493,0.131,0.407,0.817,0.501,0.757,0.778,0.488,
351,0.507,0.583,0.612,,0.53,0.677,0.531,0.583,0.897,0.723,0.784,0.616,0.851,0.416,0.5,0.116,0.366,0.763,0.5,0.757,0.735,0.464,
352,0.536,0.509,0.586,,0.559,0.589,0.581,0.589,0.885,0.798,0.809,0.62,0.806,0.456,0.509,0.136,0.376,0.797,0.457,0.727,0.755,0.446,
353,0.508,0.497,0.538,,0.538,0.623,0.548,0.579,0.874,0.96,0.776,0.589,0.803,0.492,0.511,0.106,0.36,0.763,0.541,0.709,0.705,0.441,
354,0.552,0.503,0.584,,0.528,0.595,0.618,0.553,0.827,0.829,0.761,0.59,0.77,0.509,0.462,0.125,0.436,0.765,0.749,0.614,0.725,0.443,
355,0.528,0.463,0.569,,0.509,0.603,0.534,0.543,0.824,0.901,0.768,0.585,0.78,0.522,0.458,0.11,0.53,0.725,0.633,0.641,0.757,0.448,
356,0.531,0.507,0.568,,0.556,0.587,0.558,0.549,,0.916,0.845,0.548,0.75,0.614,0.45,0.112,0.566,0.733,0.594,0.629,0.702,0.467,
357,0.52,0.406,0.6,,0.51,0.566,0.522,0.541,,0.926,0.872,0.522,0.756,0.683,0.434,0.097,0.602,0.745,0.528,0.589,0.679,0.436,
358,0.522,0.466,0.608,0.537,0.552,0.648,0.525,0.5,0.821,0.893,0.874,0.512,0.736,0.693,0.457,0.115,0.55,0.67,0.484,0.582,0.681,0.436,
359,0.603,0.434,0.635,0.525,0.504,0.683,0.517,0.532,0.762,0.857,0.874,0.525,0.714,0.69,0.425,0.098,0.57,0.737,0.423,0.564,0.693,0.432,
360,0.795,0.46,0.655,0.545,0.613,0.719,0.496,0.502,0.904,0.816,0.851,0.49,0.675,0.684,0.455,0.09,0.52,0.756,0.444,0.583,0.74,0.421,
361,0.871,0.394,0.636,0.563,0.691,0.778,0.548,0.485,0.968,0.768,0.83,0.505,0.633,0.67,0.534,0.093,0.476,0.782,0.426,0.588,0.676,0.405,
362,0.914,0.399,0.665,0.639,0.767,0.787,0.482,0.492,0.96,0.752,0.827,0.449,0.636,0.675,0.597,0.087,0.416,0.825,0.424,0.561,0.721,0.396,
363,0.95,0.443,0.614,0.784,0.752,0.778,0.531,0.462,0.975,0.711,0.812,0.467,0.552,0.68,0.621,0.103,0.411,0.803,0.407,0.577,0.815,0.391,
364,0.926,0.42,0.595,0.825,0.774,0.776,0.475,0.525,0.972,0.722,0.777,0.503,0.594,0.683,0.572,0.086,0.449,0.797,0.43,0.576,0.872,0.379,
365,0.879,0.42,0.568,0.85,0.784,0.817,0.495,0.455,0.964,0.721,0.784,0.486,0.549,0.645,0.592,0.117,0.4,0.778,0.396,0.588,0.862,0.378,
