doy,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
153,,0.155,0.104,0.053,0.163,0.057,0.098,0.128,0.06,0.096,0.136,0.066,0.08,0.224,0.103,0.068,0.1,0.067,0.11,0.185,0.057,0.148,
154,,0.175,0.102,0.049,0.137,0.064,0.087,0.057,0.053,0.089,0.138,0.057,0.103,0.209,0.118,0.078,0.11,0.043,0.074,0.19,0.048,0.148,
155,,0.202,0.098,0.043,0.102,0.063,0.107,0.068,0.043,0.067,0.139,0.068,0.095,0.202,0.105,0.074,0.118,0.056,0.077,0.161,0.056,0.147,
156,,0.146,0.112,0.05,0.134,0.059,0.113,0.05,0.056,0.086,0.135,0.072,0.1,0.192,0.103,0.066,0.107,0.051,0.067,0.166,0.054,0.11,
157,,0.146,0.092,0.034,0.132,0.058,0.113,0.041,0.06,0.089,0.113,0.071,0.101,0.18,0.09,0.076,0.117,0.068,0.038,0.147,0.049,0.11,
158,,0.132,0.097,0.046,0.118,0.042,0.102,0.039,0.072,0.085,0.102,0.072,0.09,0.189,0.112,0.052,0.091,0.051,0.036,0.145,0.044,0.099,
159,,0.146,0.093,0.032,0.143,0.06,0.116,0.035,0.066,0.082,0.089,0.073,0.082,0.157,0.104,0.056,0.089,0.049,0.027,0.15,0.031,0.104,
160,,0.152,0.09,0.046,0.131,0.044,0.093,0.043,0.071,0.09,0.048,0.06,0.104,0.161,0.095,0.045,0.092,0.047,0.028,0.135,0.038,0.094,
161,,0.157,0.076,0.032,0.133,0.056,0.085,0.032,0.073,0.086,0.04,0.049,0.084,0.152,0.088,0.041,0.091,0.042,0.029,0.133,0.054,0.099,
162,,0.165,0.088,0.029,0.099,0.048,0.1,0.034,0.053,0.08,0.042,0.042,0.104,0.144,0.07,0.04,0.099,0.058,0.05,0.116,0.063,0.099,
163,,0.178,0.067,0.04,0.098,0.047,0.087,0.035,0.082,0.088,0.04,0.026,0.098,0.132,0.088,0.043,0.091,0.028,0.063,0.11,0.061,0.095,
164,,0.125,0.071,0.024,0.087,0.043,0.079,0.034,0.053,0.078,0.049,0.021,0.103,0.15,0.043,0.05,0.094,0.045,0.059,0.104,0.06,0.104,
165,,0.12,0.075,0.036,0.073,0.044,0.068,0.027,0.056,0.08,0.057,0.019,0.117,0.135,0.048,0.049,0.089,0.037,0.053,0.094,0.044,0.098,
166,,0.144,0.06,0.019,0.072,0.042,0.068,0.028,0.066,0.074,0.048,0.026,0.077,0.099,0.044,0.07,0.065,0.028,0.045,0.088,0.053,0.097,
167,,,0.061,0.028,0.069,0.037,0.056,0.027,0.054,0.06,0.051,0.023,0.081,0.114,0.031,0.059,0.06,0.029,0.043,0.079,0.043,0.064,
168,,,0.058,0.026,0.076,0.038,0.051,0.021,0.052,0.058,0.073,0.023,0.067,0.091,0.046,0.04,0.055,0.027,0.042,0.082,0.034,0.065,
169,,,0.062,0.021,0.083,0.035,0.044,0.023,0.057,0.045,0.074,0.025,0.061,0.093,0.037,0.044,0.088,0.033,0.041,0.068,0.037,0.051,
170,,,0.044,0.024,0.079,0.04,0.035,0.026,0.056,0.051,0.082,0.026,0.053,0.077,0.04,0.027,0.073,0.024,0.049,0.076,0.025,0.048,
171,,,0.041,0.025,0.075,0.032,0.033,0.025,0.041,0.043,0.093,0.026,0.045,0.073,0.041,0.031,0.083,0.022,0.037,0.066,0.039,0.044,
172,,,0.032,0.029,0.077,0.025,0.034,0.03,0.053,0.042,0.102,0.025,0.049,0.056,0.052,0.038,0.079,0.014,0.035,0.07,0.038,0.035,
173,,,0.045,0.024,0.049,0.025,0.046,0.023,0.045,0.035,0.088,0.026,0.03,0.052,0.037,0.034,0.064,0.023,0.025,0.075,0.04,0.04,
174,,,0.033,0.025,0.05,0.023,0.029,0.019,0.048,0.046,0.075,0.032,0.047,0.057,0.035,0.04,0.07,0.013,0.041,0.065,0.041,0.03,
175,,,0.028,0.018,0.059,0.033,0.03,0.021,0.044,0.037,0.078,0.021,0.031,0.05,0.035,0.042,0.07,0.014,0.033,0.071,0.048,0.035,
176,,,0.031,0.021,0.05,0.026,0.023,0.02,0.031,0.038,0.047,0.022,0.026,0.052,0.026,0.033,0.062,0.019,0.029,0.063,0.034,0.027,
177,,,0.028,0.015,0.061,0.023,0.018,0.018,0.039,0.052,0.047,0.022,0.034,0.046,0.028,0.035,0.051,0.015,0.029,0.067,0.032,0.031,
178,,,0.027,0.015,0.059,0.019,0.025,0.022,0.029,0.038,0.04,0.028,0.029,0.06,0.024,0.044,0.053,0.019,0.037,0.051,0.031,0.027,
179,,,0.029,0.017,0.052,0.02,0.018,0.02,0.045,0.044,0.044,0.02,0.03,0.06,0.029,0.032,0.044,0.032,0.037,0.055,0.026,0.025,
180,,,0.029,0.015,0.044,0.02,0.019,0.021,0.026,0.04,0.037,0.027,0.025,0.06,0.033,0.026,0.054,0.052,0.021,0.044,0.027,0.035,
181,,,0.025,0.013,0.049,0.016,0.022,0.021,0.03,0.051,0.03,0.016,0.025,0.063,0.034,0.03,0.036,0.031,0.032,0.045,0.024,0.017,
306,0.41,0.047,0.138,0.395,0.125,0.038,0.235,0.132,0.301,0.313,0.263,0.12,0.584,0.196,0.128,0.088,0.037,0.077,0.32,0.282,0.211,0.376,
307,0.399,0.035,0.246,0.395,0.113,0.035,0.268,0.092,0.283,0.406,0.263,0.141,0.56,0.263,0.141,0.088,0.036,0.071,0.295,0.34,0.169,0.397,
308,0.421,0.033,0.341,0.356,0.107,0.069,0.275,0.108,0.264,0.438,0.259,0.157,0.511,0.286,0.246,0.084,0.052,0.097,0.269,0.322,0.145,0.388,
309,0.446,0.043,0.379,0.358,0.095,0.104,0.225,0.103,0.251,0.49,0.232,0.205,0.424,0.304,0.282,0.066,0.105,0.301,0.207,0.386,0.131,0.38,
310,0.427,0.085,0.352,0.321,0.145,0.11,0.19,0.151,0.234,0.48,0.239,0.224,0.453,0.331,0.331,0.075,0.31,0.37,0.204,0.43,0.125,0.369,
311,0.443,0.26,0.36,0.394,0.164,0.125,0.161,0.169,0.229,0.467,0.287,0.221,0.435,0.305,0.374,0.059,0.473,0.49,0.19,0.447,0.102,0.351,
312,0.427,0.38,0.37,0.422,0.213,0.095,0.133,0.178,0.22,0.488,0.363,0.23,0.384,0.285,0.363,0.058,0.524,0.516,0.203,0.497,0.097,0.336,
313,0.42,0.509,0.344,0.449,0.317,0.064,0.162,0.331,0.215,0.492,0.416,0.203,0.372,0.369,0.348,0.045,0.538,0.567,0.203,0.515,0.093,0.322,
314,0.429,0.542,0.35,0.44,0.34,0.065,0.158,0.387,0.218,0.496,0.453,0.164,0.344,0.458,0.351,0.043,0.577,0.572,0.203,0.498,0.091,0.305,
315,0.437,0.553,0.35,0.421,0.416,0.044,0.193,0.415,0.215,0.474,0.425,0.158,0.362,0.47,0.327,0.047,0.568,0.581,0.195,0.517,0.093,0.285,
316,0.424,0.575,0.309,0.408,0.464,0.065,0.231,0.443,0.235,0.471,0.399,0.151,0.347,0.484,0.33,0.036,0.587,0.566,0.192,0.577,0.083,0.258,
317,0.425,0.537,0.326,0.419,0.498,0.061,0.179,0.488,0.332,0.443,0.353,0.141,0.326,0.467,0.319,0.041,0.567,0.591,0.186,0.589,0.089,0.271,
318,0.421,0.519,0.344,0.429,0.523,0.065,0.195,0.535,0.376,0.418,0.31,0.132,0.304,0.504,0.315,0.032,0.558,0.59,0.181,0.674,0.083,0.284,
319,0.437,0.514,0.323,0.393,0.487,0.068,0.153,0.557,0.419,0.378,0.367,0.131,0.277,0.535,0.365,0.035,0.545,0.563,0.166,0.684,0.085,0.289,
320,0.528,0.443,0.385,0.393,0.468,0.148,0.156,0.605,0.43,0.336,0.422,0.137,0.258,0.528,0.381,0.029,0.533,0.543,0.179,0.656,0.1,0.287,
321,0.572,0.406,0.378,0.399,0.442,0.265,0.212,0.58,0.397,0.303,0.432,0.124,0.244,0.529,0.408,0.034,0.517,0.519,0.174,0.65,0.183,0.261,
322,0.604,0.382,0.372,0.344,0.412,0.273,0.24,0.575,0.376,0.307,0.46,0.135,0.237,0.519,0.485,0.036,0.444,0.517,0.187,0.613,0.176,0.237,
323,0.622,0.379,0.384,0.338,0.406,0.321,0.242,0.593,0.39,0.281,0.529,0.122,0.248,0.576,0.468,0.032,0.401,0.497,0.273,0.602,0.11,0.225,
324,0.608,0.368,0.394,0.293,0.472,0.352,0.344,0.638,0.379,0.245,0.551,0.129,0.237,0.608,0.465,0.216,0.371,0.478,0.331,0.589,0.154,0.218,
325,0.594,0.322,0.444,0.31,0.481,0.383,0.354,0.683,0.44,0.255,0.552,0.124,0.251,0.701,0.438,0.411,0.361,0.455,0.379,0.569,0.29,0.203,
326,0.583,0.36,0.493,0.296,0.498,0.429,0.427,0.69,0.516,0.238,0.579,0.12,0.234,0.726,0.403,0.472,0.333,0.45,0.389,0.535,0.314,0.201,
327,0.565,0.434,0.51,0.299,0.479,0.478,0.446,0.624,0.587,0.227,0.586,0.133,0.234,0.713,0.354,0.515,0.314,0.449,0.419,0.517,0.233,0.207,
328,0.555,0.42,0.515,0.308,0.452,0.556,0.375,0.595,0.608,0.241,0.641,0.114,0.243,0.728,0.361,0.498,0.315,0.439,0.456,0.484,0.22,0.203,
329,0.54,0.461,0.499,0.298,0.413,0.748,0.317,0.581,0.755,0.23,0.677,0.129,0.239,0.714,0.347,0.513,0.334,0.501,0.521,0.483,0.189,0.247,
330,0.538,0.457,0.474,0.383,0.407,0.802,0.234,0.565,0.789,0.258,0.8,0.101,0.266,0.705,0.345,0.525,0.329,0.53,0.599,0.5,0.14,0.336,
331,0.525,0.489,0.439,0.475,0.376,0.822,0.217,0.558,0.776,0.269,0.825,0.117,0.3,0.695,0.349,0.524,0.328,0.519,0.615,0.521,0.156,0.521,
332,0.508,0.524,0.395,0.538,0.371,0.81,0.201,0.564,0.752,0.307,0.843,0.119,0.375,0.699,0.356,0.495,0.34,0.611,0.596,0.538,0.118,0.652,
333,0.485,0.507,0.437,0.58,0.429,0.839,0.202,0.545,0.801,0.448,0.869,0.119,0.476,0.676,0.343,0.472,0.333,0.675,0.591,0.573,0.155,0.716,
334,0.486,0.486,0.447,0.583,0.465,0.86,0.184,0.552,0.82,0.542,0.889,0.126,0.547,0.698,0.361,0.429,0.365,0.708,0.587,0.558,0.147,0.719,
335,0.466,0.485,0.428,0.57,0.525,0.833,0.168,0.531,0.822,0.595,0.908,0.114,0.709,0.689,0.397,0.373,0.308,0.789,0.546,0.61,0.158,0.712,
336,0.443,0.456,0.477,0.539,0.61,0.858,0.178,0.524,0.828,0.629,0.916,0.168,0.706,0.686,0.428,0.319,0.329,0.814,0.538,0.619,0.37,0.704,
337,0.454,0.451,0.529,0.469,0.594,0.861,0.195,0.567,0.82,0.631,0.918,0.247,0.738,0.651,0.497,0.288,0.323,0.835,0.483,0.606,0.481,0.698,
338,0.44,0.431,0.511,0.454,0.584,0.854,0.254,0.552,0.809,0.665,0.912,0.233,0.734,0.635,0.5,0.288,0.34,0.815,0.448,0.586,0.522,0.691,
339,0.407,0.423,0.628,0.433,0.529,0.831,0.27,0.549,0.798,0.646,0.92,0.448,0.748,0.64,0.463,0.277,0.33,0.764,0.448,0.535,0.69,0.682,
340,0.433,0.477,0.676,0.396,0.547,0.829,0.362,0.536,0.797,0.642,0.898,0.514,0.751,0.622,0.47,0.279,0.306,0.735,0.456,0.527,0.743,0.687,
341,0.415,0.455,0.684,0.514,0.537,0.818,0.459,0.556,0.787,0.626,0.854,0.517,0.753,0.626,0.497,0.243,0.305,0.707,0.427,0.513,0.753,0.672,
342,0.421,0.474,0.693,0.464,0.53,0.835,0.486,0.564,0.773,0.612,0.769,0.513,0.776,0.599,0.499,0.276,0.278,0.735,0.471,0.54,0.737,0.711,
343,0.42,0.444,0.697,0.446,0.479,0.846,0.583,0.583,0.763,0.583,0.768,0.524,0.825,0.602,0.533,0.269,0.301,0.734,0.556,0.57,0.769,0.802,
344,0.424,0.456,0.681,0.463,0.493,0.838,0.6,0.61,0.779,0.592,0.757,0.521,0.825,0.577,0.522,0.274,0.262,0.767,0.586,0.62,0.806,0.835,
345,0.425,0.514,0.711,0.442,0.434,0.812,0.613,0.612,0.842,0.593,0.738,0.526,0.81,0.572,0.5,0.252,0.285,0.778,0.59,0.621,0.802,0.861,
346,0.416,0.533,0.667,0.494,0.432,0.816,0.591,0.636,0.848,0.619,0.722,0.584,0.812,0.553,0.493,0.23,0.284,0.777,0.609,0.699,0.794,0.847,
347,0.429,0.58,0.676,0.497,0.42,0.813,0.574,0.614,0.868,0.663,0.739,0.575,0.796,0.536,0.47,0.256,0.321,0.774,0.625,0.78,0.796,0.837,
348,0.453,0.754,0.649,0.544,0.403,0.799,0.514,0.641,0.907,0.731,0.75,0.604,0.845,0.545,0.461,0.208,0.356,0.763,0.647,0.775,0.778,0.794,
349,0.499,0.763,0.659,0.565,0.44,0.807,0.528,0.678,0.904,0.766,0.783,0.664,0.878,0.518,0.481,0.239,0.315,0.763,0.642,0.733,0.764,0.769,
350,0.599,0.693,0.679,0.553,0.426,0.779,0.482,0.704,0.89,0.76,0.763,0.697,0.86,0.538,0.433,0.25,0.334,0.777,0.664,0.705,0.75,0.727,
351,0.592,0.674,0.669,,0.483,0.762,0.536,0.685,0.86,0.802,0.885,0.715,0.837,0.498,0.433,0.232,0.29,0.755,0.667,0.669,0.718,0.709,
352,0.641,0.633,0.669,,0.559,0.737,0.59,0.698,0.85,0.843,0.904,0.72,0.811,0.532,0.43,0.244,0.327,0.772,0.64,0.591,0.715,0.687,
353,0.628,0.617,0.638,,0.622,0.744,0.615,0.684,0.841,0.926,0.884,0.71,0.759,0.548,0.413,0.215,0.353,0.762,0.694,0.509,0.666,0.677,
354,0.644,0.629,0.659,,0.629,0.74,0.653,0.674,0.83,0.88,0.892,0.722,0.736,0.553,0.377,0.222,0.437,0.777,0.728,0.503,0.672,0.68,
355,0.626,0.608,0.648,,0.617,0.746,0.609,0.663,0.858,0.901,0.893,0.707,0.739,0.616,0.418,0.227,0.453,0.753,0.691,0.53,0.678,0.678,
356,0.629,0.65,0.624,,0.613,0.743,0.63,0.675,,0.883,0.875,0.686,0.731,0.635,0.409,0.222,0.433,0.725,0.649,0.568,0.675,0.687,
357,0.605,0.651,0.611,,0.607,0.732,0.566,0.675,,0.866,0.865,0.662,0.728,0.632,0.385,0.176,0.431,0.705,0.615,0.614,0.676,0.675,
358,0.606,0.663,0.56,0.699,0.611,0.75,0.595,0.656,0.8,0.78,0.862,0.643,0.715,0.595,0.411,0.198,0.355,0.675,0.56,0.605,0.681,0.678,
359,0.63,0.658,0.56,0.697,0.569,0.743,0.54,0.672,0.776,0.684,0.848,0.631,0.72,0.634,0.412,0.178,0.379,0.672,0.54,0.603,0.71,0.67,
360,0.679,0.697,0.542,0.701,0.595,0.792,0.525,0.646,0.816,0.646,0.844,0.616,0.688,0.634,0.448,0.168,0.356,0.742,0.527,0.613,0.715,0.67,
361,0.698,0.688,0.551,0.711,0.7,0.83,0.534,0.649,0.848,0.631,0.833,0.621,0.662,0.635,0.594,0.181,0.366,0.778,0.503,0.627,0.733,0.627,
362,0.74,0.646,0.564,0.722,0.78,0.848,0.489,0.634,0.842,0.632,0.831,0.589,0.659,0.652,0.766,0.153,0.366,0.796,0.514,0.597,0.747,0.577,
363,0.778,0.659,0.54,0.745,0.822,0.85,0.525,0.624,0.837,0.633,0.811,0.61,0.626,0.645,0.809,0.18,0.388,0.811,0.495,0.595,0.797,0.558,
364,0.819,0.631,0.546,0.78,0.846,0.851,0.47,0.65,0.847,0.651,0.788,0.63,0.628,0.652,0.819,0.159,0.417,0.792,0.527,0.578,0.823,0.544,
365,0.824,0.636,0.525,0.805,0.822,0.863,0.489,0.627,0.835,0.683,0.778,0.626,0.58,0.616,0.816,0.23,0.377,0.756,0.521,0.567,0.818,0.53,
