doy,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
149,,0.137,0.128,0.065,0.168,0.087,0.081,0.117,0.119,0.119,0.156,0.059,0.109,0.178,0.112,0.101,0.132,0.081,0.09,0.192,0.078,0.183,
150,,0.143,0.122,0.056,0.173,0.08,0.081,0.122,0.075,0.112,0.152,0.053,0.103,0.188,0.087,0.101,0.137,0.082,0.085,0.19,0.073,0.178,
151,,0.147,0.117,0.06,0.151,0.076,0.09,0.123,0.072,0.109,0.134,0.056,0.103,0.196,0.093,0.098,0.121,0.076,0.071,0.181,0.071,0.163,
152,,0.153,0.103,0.055,0.152,0.073,0.096,0.124,0.068,0.102,0.135,0.062,0.099,0.193,0.097,0.097,0.086,0.074,0.065,0.19,0.066,0.164,
153,,0.156,0.103,0.055,0.148,0.064,0.116,0.118,0.063,0.098,0.131,0.063,0.098,0.184,0.106,0.086,0.087,0.071,0.069,0.167,0.065,0.159,
154,,0.164,0.102,0.051,0.148,0.065,0.117,0.106,0.052,0.101,0.131,0.057,0.098,0.173,0.111,0.082,0.064,0.063,0.065,0.169,0.057,0.149,
155,,0.175,0.1,0.05,0.142,0.064,0.108,0.101,0.046,0.09,0.129,0.053,0.092,0.168,0.109,0.074,0.061,0.061,0.062,0.153,0.053,0.147,
156,,0.147,0.103,0.051,0.135,0.063,0.104,0.039,0.042,0.077,0.122,0.038,0.09,0.164,0.107,0.065,0.06,0.057,0.054,0.156,0.053,0.134,
157,,0.144,0.099,0.045,0.131,0.061,0.11,0.035,0.037,0.07,0.116,0.039,0.087,0.154,0.1,0.066,0.091,0.061,0.054,0.147,0.053,0.13,
158,,0.135,0.095,0.044,0.129,0.058,0.105,0.033,0.041,0.088,0.108,0.037,0.086,0.155,0.103,0.059,0.087,0.056,0.048,0.141,0.051,0.105,
159,,0.145,0.085,0.039,0.132,0.057,0.106,0.029,0.041,0.089,0.101,0.034,0.084,0.145,0.099,0.059,0.085,0.053,0.024,0.14,0.054,0.107,
160,,0.149,0.086,0.04,0.119,0.046,0.1,0.029,0.047,0.087,0.092,0.029,0.082,0.144,0.086,0.053,0.085,0.049,0.044,0.13,0.046,0.107,
161,,0.148,0.081,0.036,0.124,0.05,0.097,0.025,0.047,0.086,0.078,0.027,0.083,0.141,0.088,0.05,0.084,0.046,0.049,0.124,0.038,0.104,
162,,0.147,0.08,0.035,0.104,0.044,0.094,0.024,0.044,0.083,0.048,0.024,0.087,0.137,0.074,0.047,0.085,0.052,0.05,0.115,0.039,0.103,
163,,0.151,0.07,0.036,0.105,0.044,0.079,0.024,0.049,0.085,0.035,0.021,0.085,0.131,0.079,0.04,0.084,0.04,0.05,0.11,0.038,0.101,
164,,0.132,0.072,0.029,0.099,0.043,0.08,0.024,0.042,0.071,0.037,0.02,0.084,0.128,0.063,0.035,0.087,0.041,0.052,0.104,0.04,0.105,
165,,0.13,0.066,0.032,0.096,0.045,0.065,0.027,0.048,0.076,0.039,0.02,0.087,0.123,0.064,0.034,0.086,0.037,0.052,0.101,0.033,0.092,
166,,0.132,0.062,0.027,0.088,0.043,0.069,0.028,0.049,0.071,0.042,0.021,0.078,0.114,0.06,0.037,0.086,0.031,0.049,0.093,0.036,0.093,
167,,,0.059,0.027,0.081,0.039,0.061,0.026,0.053,0.063,0.05,0.025,0.076,0.11,0.055,0.034,0.087,0.03,0.05,0.088,0.041,0.077,
168,,,0.053,0.024,0.078,0.036,0.056,0.024,0.054,0.061,0.05,0.024,0.061,0.096,0.054,0.026,0.065,0.027,0.045,0.086,0.039,0.073,
169,,,0.054,0.024,0.075,0.033,0.047,0.023,0.054,0.056,0.069,0.024,0.059,0.095,0.047,0.028,0.08,0.029,0.043,0.078,0.044,0.062,
170,,,0.042,0.024,0.076,0.038,0.042,0.022,0.054,0.053,0.085,0.025,0.054,0.08,0.045,0.04,0.079,0.022,0.044,0.081,0.046,0.061,
171,,,0.041,0.022,0.074,0.03,0.039,0.022,0.051,0.047,0.084,0.024,0.05,0.079,0.045,0.036,0.078,0.021,0.037,0.075,0.046,0.056,
172,,,0.036,0.025,0.073,0.028,0.036,0.023,0.054,0.048,0.083,0.022,0.048,0.072,0.05,0.035,0.078,0.017,0.037,0.073,0.044,0.044,
173,,,0.039,0.019,0.07,0.024,0.035,0.021,0.045,0.046,0.078,0.023,0.043,0.071,0.043,0.036,0.069,0.02,0.034,0.071,0.043,0.043,
174,,,0.03,0.019,0.068,0.026,0.028,0.021,0.045,0.045,0.073,0.024,0.044,0.068,0.04,0.037,0.067,0.017,0.038,0.067,0.041,0.036,
175,,,0.029,0.017,0.06,0.026,0.026,0.019,0.041,0.038,0.072,0.021,0.037,0.052,0.039,0.036,0.059,0.016,0.034,0.069,0.043,0.035,
176,,,0.029,0.019,0.058,0.024,0.024,0.018,0.037,0.041,0.054,0.022,0.035,0.057,0.039,0.033,0.056,0.018,0.03,0.057,0.036,0.031,
177,,,0.025,0.017,0.062,0.023,0.022,0.016,0.037,0.044,0.05,0.02,0.035,0.048,0.038,0.034,0.053,0.016,0.026,0.062,0.034,0.03,
178,,,0.026,0.015,0.054,0.019,0.022,0.017,0.028,0.039,0.04,0.024,0.034,0.047,0.026,0.034,0.052,0.017,0.032,0.047,0.032,0.029,
179,,,0.026,0.015,0.056,0.02,0.02,0.018,0.033,0.038,0.042,0.017,0.031,0.048,0.024,0.028,0.048,0.021,0.034,0.052,0.031,0.028,
180,,,0.027,0.013,0.051,0.02,0.02,0.017,0.025,0.035,0.036,0.019,0.026,0.05,0.025,0.029,0.048,0.022,0.027,0.04,0.033,0.026,
181,,,0.026,0.013,0.05,0.018,0.02,0.017,0.026,0.038,0.032,0.016,0.022,0.05,0.025,0.025,0.043,0.02,0.029,0.042,0.029,0.023,
306,0.377,0.045,0.163,0.363,0.087,0.063,0.224,0.117,0.245,0.254,0.23,0.112,0.533,0.229,0.119,0.083,0.034,0.075,0.231,0.274,0.18,0.371,
307,0.372,0.034,0.274,0.365,0.086,0.057,0.224,0.096,0.23,0.335,0.231,0.117,0.488,0.249,0.133,0.079,0.035,0.077,0.202,0.303,0.155,0.383,
308,0.369,0.034,0.309,0.331,0.111,0.065,0.227,0.105,0.232,0.347,0.239,0.142,0.462,0.261,0.22,0.076,0.046,0.111,0.197,0.317,0.147,0.384,
309,0.379,0.048,0.309,0.337,0.124,0.087,0.2,0.108,0.224,0.376,0.209,0.16,0.435,0.269,0.263,0.064,0.175,0.269,0.187,0.38,0.133,0.374,
310,0.382,0.134,0.309,0.308,0.146,0.1,0.177,0.119,0.218,0.404,0.22,0.166,0.425,0.285,0.272,0.066,0.326,0.317,0.191,0.421,0.11,0.363,
311,0.4,0.254,0.32,0.354,0.222,0.104,0.155,0.144,0.206,0.444,0.264,0.17,0.377,0.296,0.274,0.054,0.391,0.356,0.17,0.434,0.093,0.346,
312,0.407,0.329,0.331,0.384,0.252,0.093,0.136,0.196,0.199,0.451,0.304,0.174,0.354,0.283,0.301,0.053,0.479,0.364,0.175,0.456,0.087,0.34,
313,0.406,0.417,0.323,0.399,0.273,0.066,0.152,0.265,0.191,0.448,0.322,0.166,0.348,0.346,0.32,0.047,0.493,0.512,0.178,0.477,0.086,0.332,
314,0.402,0.5,0.314,0.384,0.294,0.067,0.149,0.335,0.218,0.45,0.341,0.145,0.332,0.414,0.324,0.042,0.529,0.539,0.172,0.489,0.082,0.318,
315,0.403,0.497,0.305,0.365,0.371,0.056,0.159,0.437,0.217,0.43,0.353,0.142,0.335,0.428,0.307,0.046,0.546,0.552,0.167,0.488,0.088,0.296,
316,0.393,0.517,0.284,0.381,0.425,0.06,0.172,0.465,0.231,0.423,0.352,0.131,0.316,0.424,0.303,0.037,0.55,0.546,0.166,0.531,0.078,0.275,
317,0.399,0.518,0.288,0.382,0.435,0.068,0.161,0.497,0.298,0.389,0.324,0.126,0.299,0.419,0.316,0.043,0.546,0.554,0.16,0.559,0.08,0.287,
318,0.407,0.496,0.301,0.379,0.441,0.067,0.152,0.552,0.344,0.371,0.304,0.124,0.276,0.468,0.335,0.038,0.54,0.552,0.159,0.614,0.08,0.284,
319,0.447,0.485,0.318,0.354,0.443,0.076,0.137,0.567,0.367,0.347,0.348,0.118,0.25,0.487,0.362,0.037,0.519,0.525,0.148,0.631,0.078,0.28,
320,0.474,0.432,0.318,0.349,0.441,0.134,0.159,0.58,0.366,0.322,0.377,0.126,0.238,0.486,0.376,0.035,0.506,0.516,0.151,0.625,0.104,0.268,
321,0.498,0.399,0.317,0.345,0.432,0.214,0.197,0.566,0.369,0.287,0.389,0.113,0.231,0.486,0.392,0.034,0.487,0.491,0.165,0.608,0.151,0.256,
322,0.529,0.384,0.396,0.32,0.404,0.279,0.228,0.566,0.369,0.267,0.411,0.122,0.221,0.513,0.423,0.042,0.448,0.486,0.181,0.588,0.16,0.245,
323,0.539,0.381,0.401,0.313,0.389,0.305,0.239,0.575,0.387,0.257,0.42,0.115,0.225,0.558,0.418,0.056,0.404,0.471,0.236,0.594,0.116,0.228,
324,0.566,0.371,0.4,0.276,0.456,0.321,0.31,0.602,0.402,0.235,0.503,0.119,0.219,0.589,0.411,0.213,0.401,0.457,0.277,0.553,0.159,0.225,
325,0.564,0.331,0.433,0.289,0.474,0.35,0.318,0.616,0.448,0.24,0.555,0.113,0.226,0.623,0.395,0.388,0.363,0.441,0.307,0.536,0.25,0.213,
326,0.568,0.353,0.444,0.278,0.474,0.384,0.364,0.612,0.53,0.227,0.619,0.114,0.206,0.68,0.379,0.435,0.309,0.432,0.302,0.524,0.282,0.221,
327,0.534,0.42,0.46,0.274,0.451,0.469,0.369,0.608,0.62,0.225,0.613,0.117,0.213,0.712,0.34,0.463,0.321,0.438,0.393,0.497,0.23,0.231,
328,0.541,0.432,0.453,0.321,0.443,0.555,0.334,0.568,0.649,0.234,0.634,0.103,0.219,0.715,0.344,0.467,0.312,0.427,0.463,0.488,0.212,0.245,
329,0.523,0.436,0.447,0.328,0.408,0.703,0.291,0.551,0.736,0.218,0.682,0.118,0.219,0.701,0.316,0.481,0.312,0.467,0.515,0.458,0.191,0.293,
330,0.494,0.438,0.44,0.371,0.399,0.785,0.226,0.54,0.773,0.242,0.76,0.105,0.248,0.688,0.322,0.485,0.301,0.514,0.542,0.466,0.151,0.43,
331,0.478,0.472,0.407,0.444,0.381,0.808,0.215,0.539,0.761,0.279,0.802,0.108,0.3,0.677,0.316,0.485,0.296,0.56,0.549,0.482,0.161,0.564,
332,0.471,0.491,0.396,0.489,0.369,0.805,0.2,0.545,0.741,0.329,0.815,0.109,0.362,0.679,0.318,0.464,0.309,0.601,0.562,0.511,0.131,0.634,
333,0.465,0.479,0.411,0.507,0.405,0.836,0.193,0.528,0.777,0.427,0.846,0.111,0.492,0.655,0.314,0.445,0.309,0.655,0.544,0.551,0.165,0.653,
334,0.455,0.46,0.431,0.503,0.478,0.846,0.176,0.535,0.812,0.513,0.876,0.119,0.529,0.676,0.329,0.388,0.332,0.7,0.54,0.538,0.18,0.666,
335,0.444,0.464,0.419,0.503,0.511,0.834,0.17,0.525,0.817,0.561,0.903,0.112,0.571,0.675,0.353,0.362,0.292,0.747,0.531,0.567,0.197,0.704,
336,0.425,0.434,0.444,0.489,0.51,0.849,0.182,0.533,0.812,0.569,0.909,0.141,0.635,0.674,0.362,0.314,0.306,0.786,0.518,0.578,0.34,0.704,
337,0.428,0.433,0.478,0.465,0.521,0.854,0.199,0.562,0.808,0.571,0.903,0.221,0.715,0.645,0.387,0.276,0.296,0.807,0.494,0.57,0.421,0.696,
338,0.425,0.443,0.503,0.431,0.537,0.851,0.233,0.557,0.796,0.599,0.898,0.323,0.716,0.629,0.4,0.274,0.307,0.797,0.452,0.544,0.479,0.701,
339,0.404,0.434,0.556,0.41,0.516,0.846,0.27,0.525,0.785,0.607,0.882,0.424,0.75,0.624,0.441,0.264,0.301,0.756,0.414,0.519,0.55,0.721,
340,0.413,0.455,0.581,0.396,0.511,0.837,0.412,0.518,0.784,0.603,0.869,0.456,0.755,0.606,0.455,0.269,0.284,0.729,0.428,0.516,0.607,0.721,
341,0.39,0.446,0.631,0.477,0.49,0.826,0.443,0.538,0.776,0.592,0.836,0.489,0.757,0.609,0.457,0.24,0.29,0.715,0.437,0.517,0.721,0.731,
342,0.399,0.453,0.648,0.449,0.49,0.829,0.478,0.549,0.769,0.58,0.784,0.499,0.782,0.585,0.468,0.269,0.263,0.731,0.487,0.539,0.735,0.769,
343,0.4,0.442,0.657,0.433,0.456,0.839,0.547,0.564,0.757,0.569,0.764,0.502,0.817,0.585,0.487,0.255,0.283,0.736,0.532,0.566,0.753,0.81,
344,0.399,0.464,0.649,0.445,0.465,0.824,0.564,0.597,0.774,0.584,0.74,0.507,0.81,0.553,0.486,0.259,0.256,0.751,0.567,0.604,0.774,0.83,
345,0.398,0.513,0.66,0.438,0.42,0.803,0.577,0.609,0.833,0.575,0.74,0.51,0.802,0.549,0.464,0.25,0.271,0.769,0.587,0.608,0.778,0.842,
346,0.394,0.542,0.643,0.465,0.415,0.806,0.558,0.62,0.841,0.607,0.734,0.53,0.805,0.537,0.468,0.232,0.27,0.768,0.596,0.671,0.775,0.833,
347,0.423,0.583,0.65,0.47,0.408,0.8,0.555,0.616,0.846,0.674,0.747,0.564,0.792,0.522,0.459,0.243,0.295,0.749,0.619,0.725,0.764,0.828,
348,0.466,0.704,0.631,0.488,0.394,0.793,0.508,0.642,0.845,0.713,0.754,0.606,0.824,0.527,0.449,0.214,0.316,0.759,0.635,0.728,0.756,0.799,
349,0.509,0.738,0.65,0.468,0.42,0.795,0.523,0.667,0.85,0.754,0.776,0.629,0.85,0.511,0.442,0.233,0.293,0.761,0.626,0.704,0.75,0.772,
350,0.575,0.689,0.661,0.472,0.426,0.783,0.487,0.688,0.87,0.76,0.771,0.649,0.848,0.529,0.42,0.231,0.308,0.761,0.643,0.68,0.742,0.721,
351,0.605,0.673,0.639,,0.485,0.773,0.528,0.677,0.852,0.792,0.854,0.676,0.833,0.501,0.414,0.224,0.279,0.748,0.649,0.642,0.724,0.701,
352,0.626,0.641,0.633,,0.549,0.734,0.574,0.68,0.847,0.828,0.871,0.689,0.81,0.515,0.398,0.224,0.319,0.756,0.635,0.608,0.706,0.677,
353,0.612,0.622,0.612,,0.616,0.74,0.589,0.662,0.839,0.89,0.866,0.686,0.775,0.52,0.389,0.208,0.35,0.742,0.678,0.589,0.662,0.665,
354,0.622,0.637,0.635,,0.617,0.734,0.607,0.66,0.797,0.866,0.868,0.681,0.743,0.525,0.359,0.218,0.399,0.75,0.699,0.531,0.676,0.668,
355,0.613,0.622,0.625,,0.616,0.736,0.582,0.653,0.789,0.866,0.866,0.675,0.723,0.516,0.39,0.214,0.421,0.738,0.682,0.528,0.67,0.665,
356,0.611,0.658,0.606,,0.61,0.737,0.601,0.654,,0.849,0.878,0.672,0.71,0.556,0.377,0.214,0.406,0.721,0.637,0.531,0.655,0.676,
357,0.59,0.653,0.598,,0.605,0.728,0.552,0.654,,0.833,0.874,0.653,0.703,0.587,0.365,0.181,0.403,0.7,0.607,0.546,0.675,0.665,
358,0.593,0.668,0.592,0.681,0.607,0.757,0.569,0.638,0.796,0.792,0.855,0.637,0.688,0.589,0.387,0.196,0.362,0.678,0.546,0.569,0.678,0.665,
359,0.61,0.663,0.578,0.681,0.586,0.777,0.525,0.646,0.781,0.688,0.844,0.625,0.676,0.621,0.392,0.179,0.388,0.68,0.523,0.577,0.7,0.652,
360,0.672,0.673,0.522,0.686,0.631,0.806,0.511,0.632,0.814,0.634,0.836,0.61,0.654,0.619,0.437,0.17,0.38,0.721,0.506,0.588,0.712,0.62,
361,0.712,0.668,0.522,0.703,0.721,0.823,0.51,0.634,0.836,0.623,0.811,0.607,0.636,0.626,0.606,0.178,0.367,0.757,0.488,0.592,0.725,0.594,
362,0.74,0.656,0.526,0.721,0.784,0.833,0.477,0.622,0.834,0.61,0.806,0.588,0.628,0.621,0.75,0.16,0.359,0.78,0.495,0.577,0.734,0.571,
363,0.773,0.654,0.516,0.763,0.804,0.839,0.497,0.618,0.834,0.61,0.799,0.599,0.612,0.616,0.781,0.19,0.377,0.783,0.476,0.566,0.78,0.553,
364,0.8,0.639,0.511,0.782,0.822,0.84,0.462,0.636,0.838,0.648,0.787,0.61,0.614,0.624,0.786,0.179,0.397,0.771,0.497,0.553,0.803,0.539,
365,0.801,0.643,0.511,0.791,0.812,0.851,0.48,0.622,0.826,0.657,0.782,0.612,0.582,0.603,0.78,0.237,0.372,0.755,0.495,0.549,0.807,0.529,
