doy,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
150,,0.085,0.098,0.035,0.159,0.058,0.095,0.063,0.078,0.094,0.126,0.06,0.065,0.17,0.075,0.118,0.106,0.052,0.044,0.187,0.057,0.172,
151,,0.107,0.079,0.089,0.152,0.057,0.045,0.062,0.077,0.104,0.109,0.028,0.068,0.179,0.072,0.091,0.117,0.036,0.05,0.174,0.062,0.165,
152,,0.116,0.076,0.032,0.148,0.053,0.05,0.059,0.066,0.084,0.115,0.053,0.065,0.185,0.073,0.088,0.099,0.049,0.029,0.189,0.056,0.182,
153,,0.124,0.06,0.031,0.148,0.043,0.086,0.058,0.064,0.082,0.115,0.04,0.072,0.182,0.079,0.061,0.082,0.038,0.068,0.173,0.053,0.132,
154,,0.147,0.064,0.033,0.153,0.056,0.112,0.039,0.064,0.081,0.114,0.033,0.056,0.151,0.095,0.064,0.075,0.03,0.028,0.182,0.033,0.141,
155,,0.17,0.067,0.03,0.142,0.055,0.105,0.08,0.061,0.07,0.102,0.044,0.059,0.155,0.075,0.054,0.126,0.032,0.046,0.153,0.041,0.127,
156,,0.159,0.075,0.039,0.135,0.051,0.098,0.02,0.071,0.06,0.117,0.019,0.074,0.151,0.074,0.056,0.09,0.023,0.023,0.176,0.043,0.128,
157,,0.139,0.086,0.022,0.126,0.062,0.116,0.017,0.05,0.05,0.082,0.025,0.087,0.155,0.069,0.058,0.114,0.036,0.037,0.127,0.041,0.125,
158,,0.117,0.095,0.029,0.105,0.068,0.117,0.019,0.065,0.062,0.078,0.018,0.07,0.14,0.075,0.045,0.071,0.026,0.029,0.144,0.033,0.101,
159,,0.152,0.059,0.018,0.136,0.05,0.125,0.017,0.047,0.055,0.064,0.025,0.062,0.118,0.067,0.038,0.062,0.023,0.019,0.132,0.049,0.103,
160,,0.165,0.076,0.028,0.118,0.048,0.1,0.029,0.052,0.055,0.037,0.019,0.077,0.123,0.065,0.032,0.068,0.024,0.018,0.12,0.055,0.084,
161,,0.169,0.067,0.02,0.114,0.05,0.099,0.017,0.048,0.062,0.047,0.021,0.074,0.111,0.057,0.024,0.062,0.019,0.015,0.108,0.057,0.092,
162,,0.167,0.062,0.017,0.081,0.051,0.109,0.014,0.038,0.069,0.033,0.02,0.071,0.108,0.043,0.022,0.064,0.032,0.017,0.088,0.057,0.076,
163,,0.197,0.039,0.021,0.087,0.046,0.106,0.014,0.074,0.048,0.028,0.015,0.062,0.092,0.077,0.024,0.065,0.017,0.018,0.095,0.053,0.072,
164,,0.101,0.044,0.012,0.087,0.031,0.088,0.019,0.042,0.044,0.036,0.017,0.069,0.106,0.024,0.028,0.073,0.026,0.025,0.081,0.064,0.074,
165,,0.119,0.05,0.016,0.081,0.041,0.067,0.009,0.042,0.045,0.061,0.019,0.079,0.093,0.031,0.034,0.06,0.023,0.016,0.077,0.041,0.084,
166,,0.136,0.044,0.012,0.073,0.038,0.065,0.007,0.034,0.045,0.052,0.026,0.056,0.067,0.03,0.045,0.057,0.019,0.016,0.069,0.049,0.089,
167,,,0.043,0.01,0.067,0.046,0.049,0.009,0.035,0.047,0.059,0.016,0.066,0.066,0.025,0.037,0.062,0.02,0.02,0.058,0.044,0.058,
168,,,0.04,0.01,0.068,0.027,0.054,0.006,0.04,0.039,0.05,0.015,0.05,0.061,0.029,0.032,0.038,0.008,0.015,0.062,0.039,0.062,
169,,,0.041,0.013,0.074,0.024,0.039,0.007,0.039,0.036,0.088,0.015,0.037,0.061,0.02,0.037,0.058,0.015,0.015,0.058,0.034,0.041,
170,,,0.03,0.011,0.076,0.03,0.038,0.006,0.034,0.032,0.091,0.019,0.037,0.046,0.027,0.044,0.045,0.017,0.013,0.063,0.025,0.037,
171,,,0.029,0.009,0.064,0.028,0.031,0.012,0.031,0.031,0.087,0.015,0.032,0.049,0.026,0.038,0.05,0.01,0.015,0.044,0.028,0.036,
172,,,0.02,0.013,0.061,0.02,0.029,0.011,0.026,0.032,0.083,0.015,0.026,0.031,0.023,0.034,0.049,0.007,0.011,0.055,0.026,0.035,
173,,,0.028,0.012,0.063,0.017,0.037,0.007,0.023,0.032,0.074,0.014,0.017,0.038,0.022,0.031,0.032,0.013,0.006,0.052,0.024,0.033,
174,,,0.016,0.015,0.059,0.021,0.019,0.007,0.033,0.034,0.067,0.019,0.024,0.04,0.021,0.035,0.035,0.009,0.011,0.05,0.026,0.027,
175,,,0.017,0.007,0.051,0.016,0.023,0.009,0.022,0.031,0.062,0.013,0.017,0.047,0.022,0.026,0.045,0.009,0.011,0.051,0.03,0.027,
176,,,0.016,0.011,0.042,0.017,0.015,0.008,0.017,0.041,0.034,0.01,0.015,0.045,0.018,0.02,0.039,0.011,0.017,0.048,0.025,0.022,
177,,,0.017,0.007,0.051,0.014,0.01,0.006,0.021,0.035,0.029,0.01,0.02,0.037,0.022,0.023,0.025,0.012,0.013,0.049,0.028,0.02,
178,,,0.013,0.014,0.053,0.011,0.016,0.012,0.013,0.043,0.026,0.013,0.015,0.031,0.018,0.039,0.035,0.013,0.021,0.035,0.025,0.015,
179,,,0.013,0.006,0.045,0.01,0.012,0.005,0.038,0.048,0.027,0.01,0.014,0.029,0.024,0.02,0.028,0.021,0.024,0.037,0.022,0.011,
180,,,0.012,0.005,0.032,0.012,0.014,0.006,0.012,0.049,0.016,0.011,0.017,0.029,0.026,0.014,0.03,0.043,0.015,0.028,0.022,0.018,
181,,,0.011,0.009,0.038,0.009,0.012,0.004,0.019,0.057,0.019,0.011,0.013,0.026,0.027,0.017,0.012,0.016,0.018,0.03,0.03,0.018,
306,0.452,0.03,0.202,0.339,0.099,0.053,0.524,0.22,0.129,0.238,0.161,0.096,0.766,0.203,0.244,0.05,0.017,0.141,0.132,0.295,0.221,0.369,
307,0.383,0.027,0.35,0.326,0.075,0.036,0.609,0.171,0.107,0.359,0.168,0.083,0.706,0.291,0.237,0.057,0.025,0.138,0.129,0.325,0.167,0.37,
308,0.33,0.019,0.463,0.283,0.128,0.041,0.586,0.203,0.085,0.455,0.166,0.089,0.644,0.303,0.249,0.046,0.059,0.195,0.118,0.291,0.161,0.365,
309,0.439,0.03,0.465,0.302,0.129,0.056,0.494,0.182,0.1,0.463,0.15,0.083,0.579,0.315,0.25,0.041,0.339,0.334,0.11,0.418,0.159,0.365,
310,0.45,0.146,0.47,0.268,0.199,0.071,0.425,0.304,0.082,0.439,0.153,0.077,0.635,0.359,0.24,0.051,0.556,0.362,0.107,0.447,0.127,0.355,
311,0.379,0.387,0.481,0.309,0.333,0.099,0.378,0.342,0.092,0.478,0.226,0.097,0.498,0.39,0.225,0.054,0.662,0.414,0.101,0.425,0.086,0.332,
312,0.33,0.491,0.476,0.329,0.462,0.078,0.293,0.441,0.091,0.491,0.278,0.078,0.429,0.31,0.234,0.04,0.734,0.426,0.095,0.47,0.075,0.318,
313,0.293,0.588,0.462,0.342,0.551,0.051,0.352,0.552,0.1,0.462,0.284,0.084,0.395,0.446,0.227,0.033,0.736,0.578,0.091,0.578,0.066,0.307,
314,0.291,0.652,0.444,0.301,0.598,0.057,0.3,0.625,0.101,0.471,0.263,0.062,0.344,0.531,0.225,0.025,0.761,0.597,0.089,0.537,0.068,0.287,
315,0.34,0.604,0.419,0.296,0.684,0.033,0.324,0.76,0.087,0.451,0.303,0.066,0.338,0.561,0.204,0.022,0.739,0.649,0.082,0.476,0.067,0.244,
316,0.321,0.663,0.382,0.316,0.753,0.037,0.441,0.768,0.091,0.438,0.308,0.06,0.311,0.584,0.194,0.021,0.789,0.65,0.091,0.649,0.063,0.227,
317,0.306,0.706,0.375,0.373,0.726,0.032,0.33,0.77,0.186,0.407,0.258,0.057,0.273,0.55,0.218,0.028,0.779,0.651,0.093,0.644,0.067,0.238,
318,0.267,0.669,0.355,0.387,0.708,0.031,0.344,0.821,0.283,0.376,0.195,0.048,0.224,0.601,0.204,0.017,0.773,0.655,0.092,0.705,0.061,0.23,
319,0.324,0.646,0.327,0.321,0.716,0.029,0.276,0.814,0.333,0.355,0.197,0.049,0.181,0.584,0.247,0.021,0.741,0.616,0.079,0.636,0.065,0.223,
320,0.385,0.539,0.318,0.294,0.725,0.159,0.236,0.827,0.369,0.325,0.285,0.051,0.162,0.573,0.253,0.017,0.735,0.62,0.089,0.599,0.063,0.202,
321,0.451,0.473,0.275,0.351,0.71,0.352,0.227,0.831,0.306,0.275,0.316,0.046,0.147,0.536,0.253,0.027,0.701,0.611,0.081,0.583,0.125,0.188,
322,0.508,0.457,0.321,0.274,0.679,0.554,0.234,0.839,0.327,0.337,0.322,0.052,0.144,0.466,0.411,0.013,0.613,0.598,0.112,0.458,0.18,0.175,
323,0.581,0.449,0.342,0.265,0.643,0.625,0.192,0.844,0.371,0.269,0.381,0.046,0.153,0.512,0.377,0.033,0.422,0.614,0.273,0.483,0.095,0.165,
324,0.586,0.464,0.303,0.218,0.691,0.665,0.348,0.846,0.403,0.229,0.51,0.062,0.149,0.53,0.439,0.258,0.443,0.577,0.337,0.426,0.139,0.162,
325,0.559,0.403,0.401,0.245,0.712,0.748,0.305,0.84,0.504,0.237,0.586,0.045,0.164,0.577,0.386,0.494,0.368,0.576,0.34,0.408,0.354,0.151,
326,0.58,0.48,0.426,0.212,0.699,0.794,0.425,0.829,0.642,0.188,0.739,0.045,0.143,0.7,0.343,0.589,0.283,0.556,0.294,0.4,0.468,0.157,
327,0.531,0.615,0.502,0.207,0.699,0.807,0.563,0.803,0.804,0.206,0.701,0.052,0.145,0.817,0.266,0.652,0.287,0.534,0.449,0.383,0.332,0.164,
328,0.524,0.6,0.428,0.226,0.67,0.889,0.419,0.809,0.791,0.228,0.749,0.043,0.166,0.838,0.274,0.632,0.255,0.501,0.609,0.401,0.294,0.173,
329,0.47,0.623,0.4,0.213,0.651,0.924,0.348,0.79,0.893,0.198,0.756,0.054,0.146,0.837,0.231,0.689,0.277,0.605,0.791,0.366,0.237,0.192,
330,0.427,0.612,0.41,0.345,0.621,0.981,0.223,0.765,0.933,0.251,0.923,0.029,0.138,0.814,0.237,0.721,0.27,0.731,0.821,0.399,0.164,0.353,
331,0.393,0.626,0.322,0.365,0.575,0.997,0.208,0.784,0.94,0.283,0.95,0.05,0.179,0.815,0.23,0.745,0.265,0.794,0.826,0.424,0.185,0.615,
332,0.389,0.63,0.273,0.425,0.589,0.997,0.216,0.787,0.911,0.393,0.945,0.049,0.244,0.814,0.24,0.699,0.305,0.896,0.818,0.484,0.117,0.686,
333,0.379,0.633,0.36,0.464,0.598,0.998,0.205,0.777,0.919,0.425,0.961,0.055,0.444,0.792,0.24,0.66,0.316,0.944,0.785,0.588,0.205,0.721,
334,0.375,0.628,0.394,0.47,0.595,0.998,0.168,0.779,0.923,0.514,0.982,0.052,0.52,0.787,0.283,0.598,0.404,0.988,0.765,0.541,0.137,0.754,
335,0.364,0.653,0.384,0.49,0.613,0.998,0.165,0.744,0.916,0.573,1,0.045,0.618,0.756,0.318,0.547,0.289,0.993,0.699,0.613,0.157,0.909,
336,0.306,0.624,0.451,0.436,0.585,0.995,0.151,0.71,0.898,0.618,1,0.082,0.727,0.78,0.347,0.421,0.344,0.995,0.712,0.655,0.333,0.91,
337,0.314,0.628,0.557,0.415,0.568,0.994,0.167,0.742,0.891,0.573,0.999,0.204,0.902,0.753,0.445,0.32,0.36,0.991,0.645,0.674,0.405,0.906,
338,0.331,0.67,0.594,0.347,0.605,0.985,0.207,0.731,0.86,0.634,0.999,0.374,0.912,0.752,0.448,0.298,0.393,0.994,0.593,0.629,0.534,0.903,
339,0.277,0.648,0.688,0.319,0.505,0.987,0.253,0.673,0.826,0.659,0.999,0.598,0.932,0.77,0.545,0.254,0.356,0.983,0.529,0.543,0.583,0.938,
340,0.318,0.763,0.742,0.343,0.573,0.979,0.376,0.656,0.831,0.687,0.999,0.613,0.932,0.761,0.6,0.279,0.311,0.95,0.54,0.553,0.547,0.939,
341,0.273,0.751,0.825,0.641,0.538,0.965,0.403,0.722,0.816,0.686,0.995,0.678,0.933,0.775,0.602,0.221,0.283,0.919,0.542,0.59,0.656,0.951,
342,0.295,0.776,0.844,0.555,0.551,0.947,0.351,0.737,0.827,0.686,0.988,0.69,0.932,0.77,0.627,0.317,0.248,0.926,0.606,0.544,0.622,0.957,
343,0.305,0.74,0.86,0.504,0.481,0.948,0.53,0.756,0.824,0.673,0.997,0.694,0.961,0.753,0.601,0.291,0.285,0.918,0.7,0.662,0.775,0.985,
344,0.312,0.79,0.806,0.485,0.539,0.955,0.584,0.814,0.808,0.7,0.996,0.709,0.979,0.729,0.613,0.34,0.205,0.916,0.799,0.738,0.826,0.988,
345,0.301,0.924,0.862,0.517,0.452,0.939,0.649,0.818,0.822,0.723,0.986,0.687,0.981,0.713,0.586,0.263,0.271,0.911,0.844,0.685,0.851,0.989,
346,0.351,0.957,0.771,0.587,0.456,0.958,0.612,0.867,0.819,0.768,0.971,0.686,0.987,0.698,0.554,0.243,0.248,0.881,0.854,0.782,0.872,0.989,
347,0.392,0.994,0.812,0.596,0.43,0.973,0.593,0.831,0.829,0.865,0.978,0.732,0.976,0.664,0.511,0.284,0.371,0.885,0.907,0.834,0.855,0.988,
348,0.486,0.995,0.736,0.646,0.437,0.979,0.496,0.878,0.834,0.931,0.973,0.711,0.976,0.663,0.479,0.197,0.446,0.888,0.937,0.835,0.877,0.979,
349,0.616,0.997,0.862,0.667,0.476,0.987,0.513,0.893,0.831,0.967,0.983,0.759,0.974,0.641,0.477,0.248,0.37,0.899,0.959,0.786,0.858,0.957,
350,0.799,0.987,0.903,0.637,0.428,0.981,0.417,0.93,0.865,0.984,0.979,0.796,0.958,0.663,0.442,0.253,0.395,0.887,0.95,0.741,0.853,0.882,
351,0.859,0.984,0.863,,0.602,0.976,0.599,0.933,0.832,0.991,0.995,0.827,0.936,0.623,0.436,0.251,0.316,0.874,0.946,0.708,0.832,0.861,
352,0.885,0.961,0.88,,0.652,0.963,0.714,0.943,0.86,0.994,0.998,0.842,0.927,0.674,0.388,0.241,0.398,0.891,0.919,0.611,0.796,0.843,
353,0.854,0.959,0.845,,0.739,0.97,0.781,0.933,0.854,1,0.998,0.854,0.889,0.631,0.361,0.22,0.478,0.864,0.917,0.633,0.695,0.836,
354,0.902,0.937,0.876,,0.717,0.966,0.816,0.926,0.84,1,1,0.853,0.824,0.619,0.325,0.213,0.559,0.865,0.9,0.532,0.732,0.839,
355,0.895,0.944,0.853,,0.714,0.962,0.777,0.9,0.825,1,0.998,0.829,0.794,0.598,0.45,0.216,0.57,0.862,0.878,0.581,0.734,0.84,
356,0.891,0.937,0.789,,0.699,0.966,0.828,0.904,,0.995,0.997,0.834,0.797,0.595,0.438,0.241,0.489,0.813,0.823,0.554,0.717,0.846,
357,0.868,0.952,0.729,,0.701,0.962,0.716,0.929,,0.989,0.982,0.826,0.794,0.61,0.415,0.171,0.489,0.79,0.801,0.589,0.8,0.843,
358,0.864,0.969,0.712,0.897,0.706,0.97,0.803,0.902,0.918,0.949,0.982,0.794,0.784,0.546,0.439,0.224,0.399,0.76,0.725,0.646,0.813,0.845,
359,0.83,0.968,0.661,0.896,0.634,0.961,0.656,0.926,0.892,0.773,0.97,0.753,0.772,0.582,0.483,0.169,0.515,0.715,0.71,0.71,0.859,0.832,
360,0.861,0.967,0.539,0.895,0.627,0.981,0.656,0.899,0.913,0.669,0.933,0.752,0.762,0.577,0.573,0.166,0.505,0.731,0.677,0.705,0.853,0.799,
361,0.837,0.976,0.539,0.899,0.763,0.987,0.626,0.931,0.934,0.711,0.914,0.748,0.75,0.594,0.748,0.164,0.466,0.801,0.651,0.72,0.845,0.772,
362,0.893,0.948,0.535,0.901,0.812,0.99,0.578,0.891,0.938,0.675,0.921,0.719,0.758,0.591,0.953,0.142,0.472,0.839,0.676,0.722,0.84,0.75,
363,0.948,0.944,0.502,0.904,0.819,0.99,0.624,0.896,0.928,0.668,0.916,0.747,0.742,0.62,0.973,0.175,0.57,0.872,0.641,0.702,0.887,0.74,
364,0.97,0.907,0.539,0.91,0.841,0.988,0.527,0.92,0.951,0.739,0.905,0.756,0.725,0.657,0.985,0.152,0.612,0.837,0.715,0.676,0.871,0.72,
365,0.982,0.95,0.532,0.952,0.848,0.999,0.601,0.896,0.906,0.74,0.914,0.747,0.658,0.626,0.991,0.278,0.559,0.809,0.71,0.644,0.859,0.695,
